# model=FullDmr seed=703 maintenanceInterval=600 reportInterval=50
# genomeSize=60000 genes=16 exonLength=90 exonsPerGene=5
tick,recovered,spurious,totalGenes,cycleMs
14550,16,0,16,2275
14600,16,0,16,2297
14650,16,0,16,2257
14700,16,0,16,2161
14750,16,0,16,2237
14800,16,0,16,2091
14850,16,0,16,2131
14900,16,0,16,2061
14950,16,0,16,2100
15000,16,0,16,2060
15050,16,0,16,2282
15100,16,0,16,2226
15150,16,0,16,2135
15200,16,0,16,2079
15250,16,0,16,2067
15300,16,0,16,2074
15350,16,0,16,2001
15400,16,0,16,2139
15450,16,0,16,2179
15500,16,0,16,2121
15550,16,0,16,2209
15600,16,0,16,2137
15650,16,0,16,2196
15700,16,0,16,2154
15750,16,0,16,2100
15800,16,0,16,2043
15850,16,0,16,1998
15900,16,0,16,2030
15950,16,0,16,2034
16000,16,0,16,2050
16050,16,0,16,1815
16100,16,0,16,1842
16150,16,0,16,1842
16200,16,0,16,1856
16250,16,0,16,2280
16300,16,0,16,2218
16350,16,0,16,2238
16400,16,0,16,2132
16450,16,0,16,2221
16500,16,0,16,2208
16550,16,0,16,2117
16600,16,0,16,2072
16650,16,0,16,2069
16700,16,0,16,2037
16750,16,0,16,2027
16800,16,0,16,3443
16850,16,0,16,2182
16900,16,0,16,2252
16950,16,0,16,2178
17000,16,0,16,2074
17050,16,0,16,2072
17100,16,0,16,2159
17150,16,0,16,2027
17200,16,0,16,1944
17250,16,0,16,1901
17300,16,0,16,1911
17350,16,0,16,1845
17400,16,0,16,2155
17450,16,0,16,2099
17500,16,0,16,2111
17550,16,0,16,2126
17600,16,0,16,2057
17650,16,0,16,2082
17700,16,0,16,2003
17750,16,0,16,1955
17800,16,0,16,2015
17850,16,0,16,1947
17900,16,0,16,2092
17950,16,0,16,2695
18000,16,0,16,2625
18050,16,0,16,2156
18100,16,0,16,2145
18150,16,0,16,2163
18200,16,0,16,2120
18250,16,0,16,2133
18300,16,0,16,2012
18350,16,0,16,1985
18400,16,0,16,1990
18450,16,0,16,2751
18500,16,0,16,2734
18550,16,0,16,2744
18600,16,0,16,2656
18650,16,0,16,2427
18700,16,0,16,2360
18750,16,0,16,2346
18800,16,0,16,2372
18850,16,0,16,2344
18900,16,0,16,2229
18950,16,0,16,2456
19000,16,0,16,2424
19050,16,0,16,2544
19100,16,0,16,2418
19150,16,0,16,2335
19200,16,0,16,2323
19250,16,0,16,2147
19300,16,0,16,2079
19350,16,0,16,2083
19400,16,0,16,2050
19450,16,0,16,1991
19500,16,0,16,1904
19550,16,0,16,1897
19600,16,0,16,1885
19650,16,0,16,1915
19700,16,0,16,1750
19750,16,0,16,1696
19800,16,0,16,1778
19850,16,0,16,2209
19900,16,0,16,2319
19950,16,0,16,2239
20000,16,0,16,2217
# ended at tick 20000: reached tick budget; run took 900345 ms
