# model=FullDmr seed=801 maintenanceInterval=600 reportInterval=50
# genomeSize=60000 genes=16 exonLength=90 exonsPerGene=5
tick,recovered,spurious,totalGenes,cycleMs
14350,16,0,16,2923
14400,16,0,16,3039
14450,16,0,16,2413
14500,16,0,16,2516
14550,16,0,16,2451
14600,16,0,16,2504
14650,16,0,16,2500
14700,16,0,16,2551
14750,16,0,16,2481
14800,16,0,16,2359
14850,16,0,16,3140
14900,16,0,16,3222
14950,16,0,16,3164
15000,16,0,16,3287
15050,16,0,16,2317
15100,16,0,16,2123
15150,16,0,16,2152
15200,16,0,16,2140
15250,16,0,16,2170
15300,16,0,16,2136
15350,16,0,16,2115
15400,16,0,16,2566
15450,16,0,16,3102
15500,16,0,16,3470
15550,16,0,16,3595
15600,16,0,16,2145
15650,16,0,16,2263
15700,16,0,16,2464
15750,16,0,16,2325
15800,16,0,16,2352
15850,16,0,16,2384
15900,16,0,16,2319
15950,16,0,16,2224
16000,16,0,16,2233
16050,16,0,16,2255
16100,16,0,16,2855
16150,16,0,16,3955
16200,16,0,16,4542
16250,16,0,16,2129
16300,16,0,16,2128
16350,16,0,16,2163
16400,16,0,16,2151
16450,16,0,16,2171
16500,16,0,16,2217
16550,16,0,16,2222
16600,16,0,16,2125
16650,16,0,16,2172
16700,16,0,16,2090
16750,16,0,16,2164
16800,16,0,16,2161
16850,16,0,16,2189
16900,16,0,16,2158
16950,16,0,16,2300
17000,16,0,16,2177
17050,16,0,16,2309
17100,16,0,16,2156
17150,16,0,16,2154
17200,16,0,16,2052
17250,16,0,16,2016
17300,16,0,16,1966
17350,16,0,16,2049
17400,16,0,16,2062
17450,16,0,16,2235
17500,16,0,16,2229
17550,16,0,16,2254
17600,16,0,16,2397
17650,16,0,16,2430
17700,16,0,16,2414
17750,16,0,16,2452
17800,16,0,16,2479
17850,16,0,16,3124
17900,16,0,16,2958
17950,16,0,16,3292
18000,16,0,16,3260
18050,16,0,16,2204
18100,16,0,16,2213
18150,16,0,16,2495
18200,16,0,16,2439
18250,16,0,16,2422
18300,16,0,16,2349
18350,16,0,16,2356
18400,16,0,16,2359
18450,16,0,16,2332
18500,16,0,16,2306
18550,16,0,16,2632
18600,16,0,16,2560
18650,16,0,16,2148
18700,16,0,16,2349
18750,16,0,16,2208
18800,16,0,16,2230
18850,16,0,16,2447
18900,16,0,16,2378
18950,16,0,16,2387
19000,16,0,16,2344
19050,16,0,16,2368
19100,16,0,16,2261
19150,16,0,16,3145
19200,16,0,16,4464
19250,16,0,16,2176
19300,16,0,16,2272
19350,16,0,16,2298
19400,16,0,16,2309
19450,16,0,16,2275
19500,16,0,16,2265
19550,16,0,16,2264
19600,16,0,16,2222
19650,16,0,16,2238
19700,16,0,16,2280
19750,16,0,16,2192
19800,16,0,16,2224
19850,16,0,16,2129
19900,16,0,16,2143
19950,16,0,16,2120
20000,16,0,16,2179
20050,16,0,16,2374
20100,16,0,16,2243
20150,16,0,16,2359
20200,16,0,16,2348
20250,16,0,16,2392
20300,16,0,16,2935
20350,16,0,16,2798
20400,16,0,16,2828
20450,16,0,16,2279
20500,16,0,16,2251
20550,16,0,16,2234
20600,16,0,16,2505
20650,16,0,16,2441
20700,16,0,16,2400
20750,16,0,16,2384
20800,16,0,16,2283
20850,16,0,16,2268
20900,16,0,16,2247
20950,16,0,16,2411
21000,16,0,16,2385
21050,16,0,16,2378
21100,16,0,16,2459
21150,16,0,16,2307
21200,16,0,16,2184
21250,16,0,16,2146
21300,16,0,16,2180
21350,16,0,16,2604
21400,16,0,16,2350
21450,16,0,16,2370
21500,16,0,16,2303
21550,16,0,16,2199
21600,16,0,16,2225
21650,16,0,16,2310
21700,16,0,16,2209
21750,16,0,16,2219
21800,16,0,16,2391
21850,16,0,16,2365
21900,16,0,16,2422
21950,16,0,16,2701
22000,16,0,16,2636
22050,16,0,16,2425
22100,16,0,16,2848
22150,16,0,16,3443
22200,16,0,16,3624
22250,16,0,16,2196
22300,16,0,16,2196
22350,16,0,16,2230
22400,16,0,16,2174
22450,16,0,16,2050
22500,16,0,16,1981
22550,16,0,16,1976
22600,16,0,16,1972
22650,16,0,16,1930
22700,16,0,16,1952
22750,16,0,16,1970
22800,16,0,16,2256
22850,16,0,16,2151
22900,16,0,16,2145
22950,16,0,16,2096
23000,16,0,16,2128
23050,16,0,16,2111
23100,16,0,16,2184
23150,16,0,16,2087
23200,16,0,16,2107
23250,16,0,16,2040
23300,16,0,16,2021
23350,16,0,16,1971
23400,16,0,16,2131
23450,16,0,16,2203
23500,16,0,16,2213
23550,16,0,16,2134
23600,16,0,16,2135
23650,16,0,16,2093
23700,16,0,16,2273
23750,16,0,16,2382
23800,16,0,16,2374
23850,16,0,16,4076
23900,16,0,16,4029
23950,16,0,16,3636
24000,16,0,16,4803
24050,16,0,16,2219
24100,16,0,16,2222
24150,16,0,16,2444
24200,16,0,16,2457
24250,16,0,16,2096
24300,16,0,16,2076
24350,16,0,16,2010
24400,16,0,16,2023
24450,16,0,16,1992
24500,16,0,16,1982
24550,16,0,16,1955
24600,16,0,16,1909
24650,16,0,16,2173
24700,16,0,16,2117
24750,16,0,16,2134
24800,16,0,16,2175
24850,16,0,16,2094
24900,16,0,16,2001
24950,16,0,16,1992
25000,16,0,16,2022
25050,16,0,16,1994
25100,16,0,16,1948
25150,16,0,16,2123
25200,16,0,16,2443
25250,16,0,16,2274
25300,16,0,16,2269
25350,16,0,16,2318
25400,16,0,16,2219
25450,16,0,16,2381
25500,16,0,16,2261
25550,16,0,16,2167
25600,16,0,16,2139
25650,16,0,16,2400
25700,16,0,16,2310
25750,16,0,16,2329
25800,16,0,16,2310
25850,16,0,16,2266
25900,16,0,16,2408
25950,16,0,16,2293
26000,16,0,16,2685
26050,16,0,16,2411
26100,16,0,16,2386
26150,16,0,16,2325
26200,16,0,16,2264
26250,16,0,16,2167
26300,16,0,16,2164
26350,16,0,16,2173
26400,16,0,16,6256
26450,16,0,16,2069
26500,16,0,16,2108
26550,16,0,16,2040
26600,16,0,16,1999
26650,16,0,16,1946
26700,16,0,16,1805
26750,16,0,16,1825
26800,16,0,16,1897
26850,16,0,16,2108
26900,16,0,16,2144
26950,16,0,16,2275
27000,16,0,16,2112
27050,16,0,16,2495
27100,16,0,16,2403
27150,16,0,16,2305
27200,16,0,16,2496
27250,16,0,16,2395
27300,16,0,16,2227
27350,16,0,16,2131
27400,16,0,16,2071
27450,16,0,16,2068
27500,16,0,16,2059
27550,16,0,16,2143
27600,16,0,16,2296
27650,16,0,16,2104
27700,16,0,16,2159
27750,16,0,16,2242
27800,16,0,16,2168
27850,16,0,16,2222
27900,16,0,16,2099
27950,16,0,16,2223
28000,16,0,16,2204
28050,16,0,16,2175
28100,16,0,16,6416
28150,16,0,16,7846
28200,16,0,16,8394
28250,16,0,16,2102
28300,16,0,16,2194
28350,16,0,16,2125
28400,16,0,16,2263
28450,16,0,16,2195
28500,16,0,16,2390
28550,16,0,16,2363
28600,16,0,16,2254
28650,16,0,16,2158
28700,16,0,16,2190
28750,16,0,16,2171
28800,16,0,16,2127
28850,16,0,16,2171
28900,16,0,16,2243
28950,16,0,16,2184
29000,16,0,16,2208
29050,16,0,16,2249
29100,16,0,16,2167
29150,16,0,16,2314
29200,16,0,16,2344
29250,16,0,16,2360
29300,16,0,16,2603
29350,16,0,16,3343
29400,16,0,16,2860
29450,16,0,16,2638
29500,16,0,16,2707
29550,16,0,16,2650
29600,16,0,16,2597
29650,16,0,16,2533
29700,16,0,16,2992
29750,16,0,16,3526
29800,16,0,16,3586
29850,16,0,16,3798
29900,16,0,16,3777
29950,16,0,16,3704
30000,16,0,16,3606
30050,16,0,16,2274
30100,16,0,16,2260
30150,16,0,16,2447
30200,16,0,16,2316
30250,16,0,16,2352
30300,16,0,16,2311
30350,16,0,16,2281
30400,16,0,16,2308
30450,16,0,16,2359
30500,16,0,16,2361
30550,16,0,16,2317
30600,16,0,16,2389
30650,16,0,16,2265
30700,16,0,16,2227
30750,16,0,16,2246
30800,16,0,16,2154
30850,16,0,16,2104
30900,16,0,16,2044
30950,16,0,16,2223
31000,16,0,16,2173
31050,16,0,16,3383
31100,16,0,16,3333
31150,16,0,16,5174
31200,16,0,16,4873
31250,16,0,16,2200
31300,16,0,16,2205
31350,16,0,16,2232
31400,16,0,16,2169
31450,16,0,16,2226
31500,16,0,16,2239
31550,16,0,16,2260
31600,16,0,16,2238
31650,16,0,16,2209
31700,16,0,16,2181
31750,16,0,16,2069
31800,16,0,16,2122
31850,16,0,16,2117
31900,16,0,16,2084
31950,16,0,16,2272
32000,16,0,16,2260
32050,16,0,16,2201
32100,16,0,16,2172
32150,16,0,16,2141
32200,16,0,16,2110
32250,16,0,16,2132
32300,16,0,16,2051
32350,16,0,16,2021
32400,16,0,16,2078
32450,16,0,16,2216
32500,16,0,16,2169
32550,16,0,16,2197
32600,16,0,16,2200
32650,16,0,16,2013
32700,16,0,16,2002
32750,16,0,16,2046
32800,16,0,16,1952
32850,16,0,16,1909
32900,16,0,16,1903
32950,16,0,16,1972
33000,16,0,16,2322
33050,16,0,16,2160
33100,16,0,16,2168
33150,16,0,16,2117
33200,16,0,16,2338
33250,16,0,16,2309
33300,16,0,16,2289
33350,16,0,16,2267
33400,16,0,16,2287
33450,16,0,16,2980
33500,16,0,16,2912
33550,16,0,16,3884
33600,16,0,16,4643
33650,16,0,16,2154
33700,16,0,16,2129
33750,16,0,16,2111
33800,16,0,16,2076
33850,16,0,16,2046
33900,16,0,16,2035
33950,16,0,16,1989
34000,16,0,16,1990
34050,16,0,16,1981
34100,16,0,16,2033
34150,16,0,16,3072
34200,16,0,16,3055
34250,16,0,16,2172
34300,16,0,16,2262
34350,16,0,16,2177
34400,16,0,16,2072
34450,16,0,16,2073
34500,16,0,16,2002
34550,16,0,16,1996
34600,16,0,16,1985
34650,16,0,16,2142
34700,16,0,16,3241
34750,16,0,16,3137
34800,16,0,16,15470
34850,16,0,16,2193
34900,16,0,16,2213
34950,16,0,16,2206
35000,16,0,16,2258
35050,16,0,16,2381
35100,16,0,16,2241
35150,16,0,16,2086
35200,16,0,16,2051
35250,16,0,16,2032
35300,16,0,16,2047
35350,16,0,16,2161
35400,16,0,16,2099
35450,16,0,16,2112
35500,16,0,16,2189
35550,16,0,16,2205
35600,16,0,16,2157
35650,16,0,16,2359
35700,16,0,16,2288
35750,16,0,16,2299
35800,16,0,16,2253
35850,16,0,16,2245
35900,16,0,16,2222
35950,16,0,16,2462
36000,16,0,16,2321
36050,16,0,16,2240
36100,16,0,16,2285
36150,16,0,16,2362
36200,16,0,16,2235
36250,16,0,16,2138
36300,16,0,16,2137
36350,16,0,16,2109
36400,16,0,16,2114
36450,16,0,16,2016
36500,16,0,16,2000
36550,16,0,16,2128
36600,16,0,16,2231
36650,16,0,16,2222
36700,16,0,16,2175
36750,16,0,16,2233
36800,16,0,16,2198
36850,16,0,16,2226
36900,16,0,16,2226
36950,16,0,16,2282
37000,16,0,16,2248
37050,16,0,16,2333
37100,16,0,16,2537
37150,16,0,16,3034
37200,16,0,16,4258
37250,16,0,16,2080
37300,16,0,16,2031
37350,16,0,16,1954
37400,16,0,16,1992
37450,16,0,16,2345
37500,16,0,16,2306
37550,16,0,16,2316
37600,16,0,16,2311
37650,16,0,16,2274
37700,16,0,16,2349
37750,16,0,16,2338
37800,16,0,16,2383
37850,16,0,16,2261
37900,16,0,16,2231
37950,16,0,16,2221
38000,16,0,16,2228
38050,16,0,16,2161
38100,16,0,16,2069
38150,16,0,16,2076
38200,16,0,16,2091
38250,16,0,16,2064
38300,16,0,16,2034
38350,16,0,16,2033
38400,16,0,16,2092
38450,16,0,16,2202
38500,16,0,16,2217
38550,16,0,16,2207
38600,16,0,16,2373
38650,16,0,16,2200
38700,16,0,16,2125
38750,16,0,16,2180
38800,16,0,16,2075
38850,16,0,16,2106
38900,16,0,16,2107
38950,16,0,16,2171
39000,16,0,16,4318
39050,16,0,16,2127
39100,16,0,16,2074
39150,16,0,16,2016
39200,16,0,16,1971
39250,16,0,16,2004
39300,16,0,16,2022
39350,16,0,16,2063
39400,16,0,16,2074
39450,16,0,16,2055
39500,16,0,16,2057
39550,16,0,16,2026
39600,16,0,16,3070
39650,16,0,16,2217
39700,16,0,16,2136
39750,16,0,16,2166
39800,16,0,16,2152
39850,16,0,16,2126
39900,16,0,16,2131
39950,16,0,16,2118
40000,16,0,16,2088
40050,16,0,16,2120
40100,16,0,16,2047
40150,16,0,16,2064
40200,16,0,16,2267
40250,16,0,16,2162
40300,16,0,16,2085
40350,16,0,16,2041
40400,16,0,16,2025
40450,16,0,16,2024
40500,16,0,16,1967
40550,16,0,16,2167
40600,16,0,16,2131
40650,16,0,16,2109
40700,16,0,16,2033
40750,16,0,16,2051
40800,16,0,16,2087
40850,16,0,16,2150
40900,16,0,16,2112
40950,16,0,16,2095
41000,16,0,16,2115
41050,16,0,16,2036
41100,16,0,16,2058
41150,16,0,16,2080
41200,16,0,16,2009
41250,16,0,16,1864
41300,16,0,16,1950
41350,16,0,16,1849
41400,16,0,16,2489
41450,16,0,16,2174
41500,16,0,16,2152
41550,16,0,16,2175
41600,16,0,16,2153
41650,16,0,16,2147
41700,16,0,16,2061
41750,16,0,16,2033
41800,16,0,16,2040
41850,16,0,16,2101
41900,16,0,16,2093
41950,16,0,16,1818
42000,16,0,16,1870
42050,16,0,16,2153
42100,16,0,16,2216
42150,16,0,16,2163
42200,16,0,16,2164
42250,16,0,16,2108
42300,16,0,16,2097
42350,16,0,16,2076
42400,16,0,16,1977
42450,16,0,16,1975
42500,16,0,16,1931
42550,16,0,16,1943
42600,16,0,16,3314
42650,16,0,16,2276
42700,16,0,16,2586
42750,16,0,16,2502
42800,16,0,16,2684
42850,16,0,16,2630
42900,16,0,16,2672
42950,16,0,16,2697
43000,16,0,16,2550
43050,16,0,16,2527
43100,16,0,16,2523
43150,16,0,16,2400
43200,16,0,16,2439
43250,16,0,16,2186
43300,16,0,16,2226
43350,16,0,16,2215
43400,16,0,16,2177
43450,16,0,16,2196
43500,16,0,16,2220
43550,16,0,16,2231
43600,16,0,16,2199
43650,16,0,16,2188
43700,16,0,16,2097
43750,16,0,16,2303
43800,16,0,16,2285
43850,16,0,16,2249
43900,16,0,16,2235
43950,16,0,16,2184
44000,16,0,16,2162
44050,16,0,16,2165
44100,16,0,16,2162
44150,16,0,16,2205
44200,16,0,16,2133
44250,16,0,16,2126
44300,16,0,16,2068
44350,16,0,16,2397
44400,16,0,16,3836
44450,16,0,16,2139
44500,16,0,16,2046
44550,16,0,16,2346
44600,16,0,16,2397
44650,16,0,16,2530
44700,16,0,16,2396
44750,16,0,16,2375
44800,16,0,16,2411
44850,16,0,16,2313
44900,16,0,16,2250
44950,16,0,16,2212
45000,16,0,16,4046
45050,16,0,16,2218
45100,16,0,16,2155
45150,16,0,16,2194
45200,16,0,16,2183
45250,16,0,16,2219
45300,16,0,16,2228
45350,16,0,16,2180
45400,16,0,16,2259
45450,16,0,16,2352
45500,16,0,16,2598
45550,16,0,16,2578
45600,16,0,16,2586
45650,16,0,16,2222
45700,16,0,16,2265
45750,16,0,16,2287
45800,16,0,16,2307
45850,16,0,16,2198
45900,16,0,16,2210
45950,16,0,16,2237
46000,16,0,16,2244
46050,16,0,16,2834
46100,16,0,16,3097
46150,16,0,16,3346
46200,16,0,16,5336
46250,16,0,16,2223
46300,16,0,16,2200
46350,16,0,16,2167
46400,16,0,16,2192
46450,16,0,16,2169
46500,16,0,16,2169
46550,16,0,16,2171
46600,16,0,16,2087
46650,16,0,16,2485
46700,16,0,16,3675
46750,16,0,16,5014
46800,16,0,16,9240
46850,16,0,16,2312
46900,16,0,16,2290
46950,16,0,16,2210
47000,16,0,16,2149
47050,16,0,16,2150
47100,16,0,16,2114
47150,16,0,16,2015
47200,16,0,16,2178
47250,16,0,16,2160
47300,16,0,16,2077
47350,16,0,16,2022
47400,16,0,16,2143
47450,16,0,16,2152
47500,16,0,16,2131
47550,16,0,16,2053
47600,16,0,16,1992
47650,16,0,16,2014
47700,16,0,16,1985
47750,16,0,16,1920
47800,16,0,16,1873
47850,16,0,16,1889
47900,16,0,16,1931
47950,16,0,16,2292
48000,16,0,16,2881
48050,16,0,16,2175
48100,16,0,16,2173
48150,16,0,16,2297
48200,16,0,16,2295
48250,16,0,16,2307
48300,16,0,16,2239
48350,16,0,16,2336
48400,16,0,16,2274
48450,16,0,16,2313
48500,16,0,16,2325
48550,16,0,16,2246
48600,16,0,16,2239
48650,16,0,16,2201
48700,16,0,16,2222
48750,16,0,16,2066
48800,16,0,16,2071
48850,16,0,16,2005
48900,16,0,16,2182
48950,16,0,16,2093
49000,16,0,16,2100
49050,16,0,16,2097
49100,16,0,16,2060
49150,16,0,16,2045
49200,16,0,16,2084
49250,16,0,16,2228
49300,16,0,16,2369
49350,16,0,16,2372
49400,16,0,16,2391
49450,16,0,16,2336
49500,16,0,16,2108
49550,16,0,16,2120
49600,16,0,16,2024
49650,16,0,16,2028
49700,16,0,16,1997
49750,16,0,16,2002
49800,16,0,16,1994
49850,16,0,16,2254
49900,16,0,16,2204
49950,16,0,16,2487
50000,16,0,16,2437
50050,16,0,16,2418
50100,16,0,16,2423
50150,16,0,16,2409
50200,16,0,16,2365
50250,16,0,16,2395
50300,16,0,16,2324
50350,16,0,16,2277
50400,16,0,16,2304
50450,16,0,16,2118
50500,16,0,16,2192
50550,16,0,16,2140
50600,16,0,16,2113
50650,16,0,16,2105
50700,16,0,16,2031
50750,16,0,16,2045
50800,16,0,16,2029
50850,16,0,16,2718
50900,16,0,16,2714
50950,16,0,16,2679
51000,16,0,16,4394
51050,16,0,16,2126
51100,16,0,16,2124
51150,16,0,16,2081
51200,16,0,16,2162
51250,16,0,16,2183
51300,16,0,16,2103
51350,16,0,16,2017
51400,16,0,16,2036
51450,16,0,16,1986
51500,16,0,16,1975
51550,16,0,16,1964
51600,16,0,16,2000
51650,16,0,16,2245
51700,16,0,16,2221
51750,16,0,16,2164
51800,16,0,16,2143
51850,16,0,16,2455
51900,16,0,16,2399
51950,16,0,16,2351
52000,16,0,16,2369
52050,16,0,16,2273
52100,16,0,16,2301
52150,16,0,16,3534
52200,16,0,16,4968
52250,16,0,16,2482
52300,16,0,16,2495
52350,16,0,16,2368
52400,16,0,16,2389
52450,16,0,16,2397
52500,16,0,16,2386
52550,16,0,16,2394
52600,16,0,16,2277
52650,16,0,16,2250
52700,16,0,16,2152
52750,16,0,16,2148
52800,16,0,16,2153
52850,16,0,16,2189
52900,16,0,16,2173
52950,16,0,16,2143
53000,16,0,16,2135
53050,16,0,16,2136
53100,16,0,16,2132
53150,16,0,16,2040
53200,16,0,16,2973
53250,16,0,16,2852
53300,16,0,16,3034
53350,16,0,16,2932
53400,16,0,16,2926
53450,16,0,16,2178
53500,16,0,16,2215
53550,16,0,16,2164
53600,16,0,16,2146
53650,16,0,16,2189
53700,16,0,16,2092
53750,16,0,16,2056
53800,16,0,16,2032
53850,16,0,16,1996
53900,16,0,16,2460
53950,16,0,16,2410
54000,16,0,16,3764
54050,16,0,16,2208
54100,16,0,16,2199
54150,16,0,16,2168
54200,16,0,16,2173
54250,16,0,16,2144
54300,16,0,16,2129
54350,16,0,16,2285
54400,16,0,16,2185
54450,16,0,16,2126
54500,16,0,16,2359
54550,16,0,16,2300
54600,16,0,16,3775
54650,16,0,16,2265
54700,16,0,16,2389
54750,16,0,16,2309
54800,16,0,16,2247
54850,16,0,16,2205
54900,16,0,16,2170
54950,16,0,16,2162
55000,16,0,16,2127
55050,16,0,16,2058
55100,16,0,16,2047
55150,16,0,16,2006
55200,16,0,16,3196
55250,16,0,16,2107
55300,16,0,16,2179
55350,16,0,16,2064
55400,16,0,16,2025
55450,16,0,16,2030
55500,16,0,16,2023
55550,16,0,16,1979
55600,16,0,16,1800
55650,16,0,16,1855
55700,16,0,16,1835
55750,16,0,16,1763
55800,16,0,16,2886
55850,16,0,16,2079
55900,16,0,16,2334
55950,16,0,16,2349
56000,16,0,16,2218
56050,16,0,16,2186
56100,16,0,16,2151
56150,16,0,16,2152
56200,16,0,16,2073
56250,16,0,16,2059
56300,16,0,16,2053
56350,16,0,16,2225
56400,16,0,16,2229
56450,16,0,16,2172
56500,16,0,16,2131
56550,16,0,16,2134
56600,16,0,16,2104
56650,16,0,16,2261
56700,16,0,16,2162
56750,16,0,16,2069
56800,16,0,16,2044
56850,16,0,16,2067
56900,16,0,16,3267
56950,16,0,16,4689
57000,16,0,16,4924
57050,16,0,16,2160
57100,16,0,16,2130
57150,16,0,16,2104
57200,16,0,16,2153
57250,16,0,16,2005
57300,16,0,16,1972
57350,16,0,16,1988
57400,16,0,16,1948
57450,16,0,16,1969
57500,16,0,16,1985
57550,16,0,16,1924
57600,16,0,16,1977
57650,16,0,16,2178
