# model=FullDmr seed=702 maintenanceInterval=600 reportInterval=50
# genomeSize=60000 genes=16 exonLength=90 exonsPerGene=5
tick,recovered,spurious,totalGenes,cycleMs
4550,16,0,16,2346
4600,16,0,16,2304
4650,16,0,16,2313
4700,16,0,16,2289
4750,16,0,16,2267
4800,16,0,16,2242
4850,16,0,16,2400
4900,16,0,16,2352
4950,16,0,16,2353
5000,16,0,16,2316
5050,16,0,16,2335
5100,16,0,16,2358
5150,16,0,16,2323
5200,16,0,16,2691
5250,16,0,16,2678
5300,16,0,16,2679
5350,16,0,16,2584
5400,16,0,16,2603
5450,16,0,16,2275
5500,16,0,16,2318
5550,16,0,16,2243
5600,16,0,16,2050
5650,16,0,16,2039
5700,16,0,16,2010
5750,16,0,16,2000
5800,16,0,16,1922
5850,16,0,16,1888
5900,16,0,16,1912
5950,16,0,16,1919
6000,16,0,16,1951
6050,16,0,16,2354
6100,16,0,16,2264
6150,16,0,16,2461
6200,16,0,16,2339
6250,16,0,16,2353
6300,16,0,16,2341
6350,16,0,16,3582
6400,16,0,16,3700
6450,16,0,16,4991
6500,16,0,16,5044
6550,16,0,16,8087
6600,16,0,16,11165
6650,16,0,16,2629
6700,16,0,16,2486
6750,16,0,16,2470
6800,16,0,16,2413
6850,16,0,16,2410
6900,16,0,16,2385
6950,16,0,16,2295
7000,16,0,16,2290
7050,16,0,16,2943
7100,16,0,16,3224
7150,16,0,16,2923
7200,16,0,16,3422
7250,16,0,16,2199
7300,16,0,16,2402
7350,16,0,16,2356
7400,16,0,16,2340
7450,16,0,16,2336
7500,16,0,16,2375
7550,16,0,16,2319
7600,16,0,16,2354
7650,16,0,16,2265
7700,16,0,16,2233
7750,16,0,16,2190
7800,16,0,16,2318
7850,16,0,16,2544
7900,16,0,16,2756
7950,16,0,16,2627
8000,16,0,16,2566
8050,16,0,16,2510
8100,16,0,16,2400
8150,16,0,16,2511
8200,16,0,16,2426
8250,16,0,16,2420
8300,16,0,16,2798
8350,16,0,16,2754
8400,16,0,16,3480
8450,16,0,16,2283
8500,16,0,16,2190
8550,16,0,16,2253
8600,16,0,16,2299
8650,16,0,16,2232
8700,16,0,16,2204
8750,16,0,16,2189
8800,16,0,16,2165
8850,16,0,16,2126
8900,16,0,16,2106
8950,16,0,16,2035
9000,16,0,16,2073
9050,16,0,16,2365
9100,16,0,16,2469
9150,16,0,16,2744
9200,16,0,16,2629
9250,16,0,16,2458
9300,16,0,16,2379
9350,16,0,16,2398
9400,16,0,16,2385
9450,16,0,16,2397
9500,16,0,16,3618
9550,16,0,16,3668
9600,16,0,16,3744
9650,16,0,16,2267
9700,16,0,16,2224
9750,16,0,16,2170
9800,16,0,16,2150
9850,16,0,16,2111
9900,16,0,16,2052
9950,16,0,16,2269
10000,16,0,16,2216
10050,16,0,16,2196
10100,16,0,16,2250
10150,16,0,16,2147
10200,16,0,16,2131
10250,16,0,16,2270
10300,16,0,16,2302
10350,16,0,16,2292
10400,16,0,16,2258
10450,16,0,16,2202
10500,16,0,16,2179
10550,16,0,16,2378
10600,16,0,16,2304
10650,16,0,16,2218
10700,16,0,16,2172
10750,16,0,16,2127
10800,16,0,16,2494
10850,16,0,16,2386
10900,16,0,16,2171
10950,16,0,16,2181
11000,16,0,16,2192
11050,16,0,16,2189
11100,16,0,16,2409
11150,16,0,16,2362
11200,16,0,16,5002
11250,16,0,16,5936
11300,16,0,16,5771
11350,16,0,16,15214
11400,16,0,16,27612
11450,16,0,16,2172
11500,16,0,16,2131
11550,16,0,16,2137
11600,16,0,16,2104
11650,16,0,16,2128
11700,16,0,16,2051
11750,16,0,16,2215
11800,16,0,16,2221
11850,16,0,16,2160
11900,16,0,16,2148
11950,16,0,16,2108
12000,16,0,16,2017
12050,16,0,16,2300
12100,16,0,16,2333
12150,16,0,16,2305
12200,16,0,16,2269
12250,16,0,16,2275
12300,16,0,16,2189
12350,16,0,16,2152
12400,16,0,16,2110
12450,16,0,16,2054
12500,16,0,16,2072
12550,16,0,16,2255
12600,16,0,16,2201
12650,16,0,16,2383
12700,16,0,16,2495
12750,16,0,16,2527
12800,16,0,16,2410
12850,16,0,16,2420
12900,16,0,16,2364
12950,16,0,16,2305
13000,16,0,16,2299
13050,16,0,16,2330
13100,16,0,16,2239
13150,16,0,16,2241
13200,16,0,16,2317
13250,16,0,16,2349
13300,16,0,16,2300
13350,16,0,16,2291
13400,16,0,16,2327
13450,16,0,16,2328
13500,16,0,16,2264
13550,16,0,16,2268
13600,16,0,16,2120
13650,16,0,16,2084
13700,16,0,16,2082
13750,16,0,16,2022
13800,16,0,16,3107
13850,16,0,16,2234
13900,16,0,16,2209
13950,16,0,16,2185
14000,16,0,16,2226
14050,16,0,16,2121
14100,16,0,16,2129
14150,16,0,16,2122
14200,16,0,16,2081
14250,16,0,16,2060
14300,16,0,16,4000
14350,16,0,16,4004
14400,16,0,16,3940
14450,16,0,16,2323
14500,16,0,16,2182
14550,16,0,16,2162
14600,16,0,16,2153
14650,16,0,16,2332
14700,16,0,16,2267
14750,16,0,16,2230
14800,16,0,16,2272
14850,16,0,16,2222
14900,16,0,16,2243
14950,16,0,16,2122
15000,16,0,16,2182
15050,16,0,16,2265
15100,16,0,16,2245
15150,16,0,16,2208
15200,16,0,16,2239
15250,16,0,16,2180
15300,16,0,16,2168
15350,16,0,16,2178
15400,16,0,16,2081
15450,16,0,16,2296
15500,16,0,16,2238
15550,16,0,16,2222
15600,16,0,16,2334
15650,16,0,16,2249
15700,16,0,16,2210
15750,16,0,16,2260
15800,16,0,16,2184
15850,16,0,16,2217
15900,16,0,16,2231
15950,16,0,16,2174
16000,16,0,16,2097
16050,16,0,16,2066
16100,16,0,16,2037
16150,16,0,16,2013
16200,16,0,16,2099
16250,16,0,16,2222
16300,16,0,16,2426
16350,16,0,16,2418
16400,16,0,16,2211
16450,16,0,16,2242
16500,16,0,16,2230
16550,16,0,16,2177
16600,16,0,16,2292
16650,16,0,16,2265
16700,16,0,16,2166
16750,16,0,16,2153
16800,16,0,16,2211
16850,16,0,16,2512
16900,16,0,16,2464
16950,16,0,16,2404
17000,16,0,16,2611
17050,16,0,16,2598
17100,16,0,16,2502
17150,16,0,16,2527
17200,16,0,16,2500
17250,16,0,16,2413
17300,16,0,16,2419
17350,16,0,16,2391
17400,16,0,16,2435
17450,16,0,16,2347
17500,16,0,16,2298
17550,16,0,16,2275
17600,16,0,16,2177
17650,16,0,16,2332
17700,16,0,16,2220
17750,16,0,16,2140
17800,16,0,16,2065
17850,16,0,16,2002
17900,16,0,16,1959
17950,16,0,16,1957
18000,16,0,16,1947
18050,16,0,16,2279
18100,16,0,16,2307
18150,16,0,16,2266
18200,16,0,16,2211
18250,16,0,16,2361
18300,16,0,16,2395
18350,16,0,16,2280
18400,16,0,16,2176
18450,16,0,16,2135
18500,16,0,16,2244
18550,16,0,16,2158
18600,16,0,16,3020
18650,16,0,16,2261
18700,16,0,16,2239
18750,16,0,16,2193
18800,16,0,16,2163
18850,16,0,16,2142
18900,16,0,16,2023
18950,16,0,16,2043
19000,16,0,16,1994
19050,16,0,16,1984
19100,16,0,16,1934
19150,16,0,16,1973
19200,16,0,16,1998
19250,16,0,16,2208
19300,16,0,16,2248
19350,16,0,16,2241
19400,16,0,16,2500
19450,16,0,16,2460
19500,16,0,16,2486
19550,16,0,16,2476
19600,16,0,16,2553
19650,16,0,16,2460
19700,16,0,16,2447
19750,16,0,16,2438
19800,16,0,16,2408
19850,16,0,16,2220
19900,16,0,16,2159
19950,16,0,16,2140
20000,16,0,16,2123
# ended at tick 20000: reached tick budget; run took 1016263 ms
